spotify_id,name,artists,snapshot_date,daily_rank,daily_movement,country,danceability,energy,acousticness,speechiness,instrumentalness,valence,tempo,vibe
41DlPJXKTCypXdf2eSqa03,bình yên,"Vũ., Binz",2025-06-11,40,-15,VN,0.677,0.526,0.787,0.0435,1.92e-05,0.217,121.969,Emo/Sad Chill
5BTzf3doGTigDIYUFtbkI9,Sinh Ra Đã Là Thứ Đối Lập Nhau (feat. Badbies),"Emcee L (Da LAB), Da LAB, Badbies",2025-06-11,41,2,VN,0.494,0.395,0.887,0.0301,1.43e-05,0.179,141.464,Mellow Acoustic
3ET3xHCLMGd57u06A9RjJ0,Nói Dối,Ronboogz,2025-06-11,42,-4,VN,0.707,0.563,0.842,0.1,1.72e-05,0.382,167.989,Other
5rSAUmbOg4giDrM29vUyHe,Nơi Này Có Anh,Sơn Tùng M-TP,2025-06-11,43,-7,VN,0.52,0.853,0.0451,0.0304,0.000959,0.328,91.993,Other
5XfGQZA0ioQAWUjlyJRcHc,1000 Ánh Mắt,"Shiki, Obito",2025-06-11,44,-12,VN,0.641,0.326,0.789,0.0325,0.0,0.474,143.997,Mellow Acoustic
5PGh9MyKry8slG5AfvD1eD,Hà Nội,"Obito, Shiki, VSTRA",2025-06-11,45,-5,VN,0.768,0.368,0.329,0.0469,0.105,0.365,107.998,Other
1J3SmWwlYAG68LGKr86MVH,Chúng Ta Của Hiện Tại,Sơn Tùng M-TP,2025-06-11,46,4,VN,0.582,0.662,0.0682,0.0352,0.0,0.528,155.976,Other
0s7RyyUlQfd8mnnboHe18n,Hẹn Gặp Em Dưới Ánh Trăng,"MANBO, HIEUTHUHAI, HURRYKNG",2025-06-11,47,-1,VN,0.787,0.658,0.65,0.0325,2.31e-05,0.475,120.005,Other
1XZE0InCx3SdCnLpVsPpZl,Jumping Machine (跳楼机),LBI利比,2025-06-11,48,0,VN,0.605,0.53,0.659,0.029,0.0,0.351,127.939,Other
0oSc7X1uRQGuEqNRtXEeQL,Dù Cho Tận Thế,ERIK,2025-06-11,49,-2,VN,0.68,0.492,0.724,0.0328,0.0,0.364,120.049,Mellow Acoustic
265hQASPY3HFmUH38zZrSK,MOIEM,"Dangrangto, DONAL",2025-06-11,50,-5,VN,0.506,0.332,0.016,0.0586,4.8e-06,0.0945,76.37,Emo/Sad Chill
1HEwEN64NjgTaHmo7LfkX8,no tiene sentido,Beéle,2025-06-11,1,1,VE,0.671,0.596,0.0871,0.0556,1.97e-05,0.497,121.976,Other
7tI8dRuH2Yc6RuoTjxo4dU,Who,Jimin,2025-06-11,2,-1,VE,0.66,0.756,0.00289,0.032,0.0,0.838,116.034,High-Energy Pop
6iOndD4OFo7GkaDypWQIou,La Plena - W Sound 05,"W Sound, Beéle, Ovy On The Drums",2025-06-11,3,0,VE,0.894,0.643,0.543,0.132,0.000984,0.659,99.039,High-Energy Pop
27xkOIER6uDLKALIelHylZ,Don’t Say You Love Me,Jin,2025-06-11,4,0,VE,0.729,0.562,0.484,0.0304,0.0,0.757,111.976,Other
4zhk2RS2EZODmBW6il55Qj,mi refe,"Beéle, Ovy On The Drums",2025-06-11,5,1,VE,0.637,0.648,0.403,0.271,5.41e-05,0.441,123.108,Other
2QP041AcWg8PwPIWP95RKN,top diesel,Beéle,2025-06-11,6,-1,VE,0.825,0.73,0.144,0.11,0.000884,0.77,99.995,High-Energy Pop
1C7NXX8UJ6pgNx8EkmyZDd,si te pillara,Beéle,2025-06-11,7,0,VE,0.503,0.673,0.59,0.0773,0.0,0.343,103.814,Other
18m5dJOPB2geFwOymXNaWg,AURORA,"Mora, De La Rose",2025-06-11,8,0,VE,0.595,0.761,0.592,0.042,0.0,0.367,111.926,Other
4DnrAI8WyUY6gkOwl8GlPN,capaz (merengueton),"Alleh, Yorghaki",2025-06-11,9,0,VE,0.872,0.614,0.0815,0.181,0.000207,0.785,126.957,High-Energy Pop
3fmw8iIyQDS2L7nE6Wd0xG,sobelove,Beéle,2025-06-11,10,0,VE,0.756,0.721,0.36,0.191,9.88e-06,0.715,111.994,High-Energy Pop
7d6yK8v8J484SWH5prIQiE,VeLDÁ,"Bad Bunny, Omar Courtz, Dei V",2025-06-11,11,0,VE,0.613,0.981,0.29,0.149,0.0023,0.0337,101.852,Other
6VfL3MEuYeJbDlD8m011HR,quédate,Beéle,2025-06-11,12,1,VE,0.608,0.633,0.294,0.137,2.04e-05,0.549,111.888,Other
2BvPMS2XWfnCpHHvWeOyeC,DETRÁS DE TU ALMA,Mora,2025-06-11,13,1,VE,0.433,0.733,0.503,0.128,0.0,0.263,89.405,Other
5FLzweTtgQurkLPs0E7uEO,Priti,"Danny Ocean, Sech",2025-06-11,14,-2,VE,0.8,0.681,0.163,0.0499,0.0,0.523,121.915,Other
0Qe2g06yzLBuuSvVmFiweP,Hasta Aquí Llegué,"Nanpa Básico, Beéle",2025-06-11,15,2,VE,0.641,0.657,0.538,0.218,0.0,0.411,100.016,Other
61C7zXd4t2Zuhz6DRwgsLM,Volver,"Piso 21, Marc Anthony, Beéle",2025-06-11,16,2,VE,0.478,0.793,0.235,0.387,0.0,0.604,92.294,Rap/Trap Vibes
5Fhr3wqeieN5WDkAsqL1JJ,MONA LISA,j-hope,2025-06-11,17,-2,VE,0.799,0.805,0.0278,0.0372,9.03e-06,0.96,137.952,High-Energy Pop
2SPBFiD8iITb8CKJGz1TEQ,111,Yan Block,2025-06-11,18,2,VE,0.792,0.498,0.501,0.196,0.165,0.14,127.974,Emo/Sad Chill
31we7ZzWdSBEOKs5Ln6QVF,NUBES,"De La Rose, Omar Courtz",2025-06-11,19,4,VE,0.657,0.666,0.243,0.0302,0.0,0.19,99.945,Other
4zbEItKoaRId1vRZkoO0Uh,Imagínate,"Danny Ocean, Kapo",2025-06-11,20,-1,VE,0.779,0.737,0.134,0.109,0.0,0.445,101.923,Other
5DdLSEyKh8zgCrJq2hFj92,Yo sé,"Yan Block, TORRRES",2025-06-11,21,0,VE,0.716,0.462,0.68,0.128,0.0,0.626,136.045,Mellow Acoustic
1i1n7hUzCDkXGFqIJSSzom,frente al mar,Beéle,2025-06-11,22,0,VE,0.75,0.682,0.168,0.0945,1.28e-06,0.618,100.036,High-Energy Pop
6OCNg7QchXJMww1LHMjIzb,Hiekka,"Nicky Jam, Beéle",2025-06-11,23,1,VE,0.724,0.726,0.0451,0.0416,0.0,0.332,107.865,Other
3Ob9NJaBlOGDvndnG6G2PW,MÁS QUE ALGO,"Mora, Omar Courtz",2025-06-11,24,1,VE,0.564,0.619,0.737,0.0495,0.0,0.403,103.05,Classic/Evergreen
1o4xkdBe0RjSf2u6VXi4OI,444,"Yan Block, Panda Black",2025-06-11,25,4,VE,0.435,0.61,0.152,0.0895,1.21e-05,0.22,118.653,Classic/Evergreen
2RX1emplIvpgCuZl87y50j,ENAMORA2,Fer Ariza,2025-06-11,26,-10,VE,0.834,0.876,0.0923,0.124,0.0,0.59,122.046,High-Energy Pop
4MUrUT38U98olfnyzMBCzm,KLOuFRENS,Bad Bunny,2025-06-11,27,-1,VE,0.326,0.125,0.703,0.148,0.706,0.306,106.974,Mellow Acoustic
0DMJz677XfXiiruhIELu2e,VITAMINA,"Jombriel, DFZM, Jøtta",2025-06-11,28,-1,VE,0.815,0.746,0.015,0.0528,2.26e-06,0.768,92.007,High-Energy Pop
7bywjHOc0wSjGGbj04XbVi,LUNA,"Feid, ATL Jacob",2025-06-11,29,5,VE,0.774,0.86,0.131,0.13,0.0,0.446,100.019,Other
6m1TWFMeon7ai9XLOzdbiR,FAKE LOVE,BTS,2025-06-11,30,20,VE,0.557,0.719,0.00267,0.0371,0.0,0.345,77.502,Other
2lTm559tuIvatlT1u0JYG2,BAILE INoLVIDABLE,Bad Bunny,2025-06-11,31,-1,VE,0.168,0.00332,0.192,0.0615,0.79,0.219,119.387,Emo/Sad Chill
6J5kc12BW5HuP3d7C3vvx8,EoO,Bad Bunny,2025-06-11,32,-4,VE,0.36,0.464,0.749,0.0702,0.859,0.184,63.662,Mellow Acoustic
4Hkp1TiYqGYhknFwtUsbqd,ME GUSTAS CC,ROA,2025-06-11,33,0,VE,0.337,0.818,0.303,0.149,0.000159,0.457,87.429,Other
59D4DOkspUbWyMmbAPQkxZ,VOY A LLeVARTE PA PR,Bad Bunny,2025-06-11,34,-3,VE,0.148,0.604,0.921,0.0588,0.453,1e-05,106.295,Other
6WatFBLVB0x077xWeoVc2k,Si Antes Te Hubiera Conocido,KAROL G,2025-06-11,35,0,VE,0.924,0.668,0.446,0.0469,0.000594,0.787,128.027,High-Energy Pop
6ifUES3keWjwXgae8pXI3o,Me Rehúso,Danny Ocean,2025-06-11,36,8,VE,0.744,0.804,0.0231,0.0677,0.0,0.426,104.823,Other
10MpBpx64MNixmUMNj7f6b,LATINA FOREVA,KAROL G,2025-06-11,37,-5,VE,0.806,0.715,0.0115,0.0538,0.0,0.5,97.936,Other
0JY2QXSvlpA8DZwgaAYWlY,Solcito,"Miguel Bueno, Juan Duque",2025-06-11,38,12,VE,0.766,0.576,0.307,0.101,0.00035,0.773,99.968,Other
0l0vcZMU7AOeQmUIREoI2U,Qué Pasaría...,"Rauw Alejandro, Bad Bunny",2025-06-11,39,-2,VE,0.833,0.563,0.528,0.204,1.27e-05,0.343,105.008,Other
3sK8wGT43QFpWrvNQsrQya,DtMF,Bad Bunny,2025-06-11,40,2,VE,0.625,0.131,0.177,0.0717,0.218,0.032,136.02,Emo/Sad Chill
3YrTrs2hJbLklaBdhr4TrH,ETA - RMX,"ROA, De La Rose, Luar La L, Yan Block, Omar Courtz",2025-06-11,41,-3,VE,0.606,0.744,0.436,0.208,0.0,0.558,87.993,Other
3I4YGWwJoqBdBGVnkRjnVw,secuestro,"Slayter, Yan Block, NTG",2025-06-11,42,-2,VE,0.764,0.568,0.639,0.134,0.0151,0.674,94.02,Other
3jAshemiRYWukWLtT3Ivrb,SOLEAO,"Myke Towers, Quevedo",2025-06-11,43,-2,VE,0.738,0.606,0.253,0.0603,1.11e-05,0.628,104.131,High-Energy Pop
0Sr7ssScx54yxdM2ols7nW,Q U E V A S H A C E R H O Y ?,"Omar Courtz, De La Rose",2025-06-11,44,2,VE,0.56,0.681,0.103,0.244,0.0,0.388,155.079,Other
3bn6CxnWxuvYZz3i9vE2dc,MIL VIDAS,"Mora, Ryan Castro",2025-06-11,45,-2,VE,0.744,0.587,0.737,0.0292,0.0,0.438,105.006,Other
7eNwwoxDR8KVzNAuGvliAO,Kyoto,"Omar Courtz, De La Rose, Haze",2025-06-11,46,1,VE,0.732,0.753,0.235,0.0512,1.74e-05,0.405,94.978,Other
5TFD2bmFKGhoCRbX61nXY5,NUEVAYoL,Bad Bunny,2025-06-11,47,-2,VE,0.142,0.195,0.265,0.139,0.995,0.12,137.922,Emo/Sad Chill
1YYfyJ2yCvGFCxwjsIqEK9,Khé?,"Rauw Alejandro, Romeo Santos",2025-06-11,48,2,VE,0.687,0.627,0.326,0.181,0.0,0.47,155.865,Other
51YOvMn0xShoUKDdPecFbb,morena (Bonus Track),Beéle,2025-06-11,49,-13,VE,0.737,0.682,0.155,0.13,0.0,0.676,104.107,High-Energy Pop
1cmfXbOvNJt7iDrnJy5BRE,DROGA,"Mora, C. Tangana",2025-06-11,50,-2,VE,0.695,0.848,0.383,0.0569,0.0,0.878,76.022,High-Energy Pop
